period,cmdCode,country_product_value,world_product_value,total_country_value,total_world_value,RCA,has_CA,sector
1990,0101,731182,190158044,26344665088,5506762919445,0.8037379734420489,FALSE,01
1990,0102,349044992,1385690203,26344665088,5506762919445,52.65249581388101,TRUE,01
1990,0103,9017,344932278,26344665088,5506762919445,0.005464267232609259,FALSE,01
1990,0104,35496,366066751,26344665088,5506762919445,0.02026855690026149,FALSE,01
1990,0105,99,148180832,26344665088,5506762919445,1.3965190463156106e-4,FALSE,01
1991,0101,2012132,469217500,26956705792,7665683262709,1.2194565161393927,TRUE,01
1991,0102,358306848,1808456303,26956705792,7665683262709,56.34185492069883,TRUE,01
1991,0103,13935,456893985,26956705792,7665683262709,0.008673124576703977,FALSE,01
1991,0104,21664,402009587,26956705792,7665683262709,0.015324499131926838,FALSE,01
1991,0105,128,280938605,26956705792,7665683262709,1.295634787040837e-4,FALSE,01
1992,01,331904992,5752571999,184779539480,9822734094946,3.067116192100872,TRUE,01
1992,0101,2640000,524512711,184779539480,9822734094946,0.2675632218512876,FALSE,01
1992,0102,328923008,2489578177,184779539480,9822734094946,7.023393350819917,TRUE,01
1992,0104,8000,479243292,184779539480,9822734094946,8.873857524206717e-4,FALSE,01
1992,0105,1000,580998694,184779539480,9822734094946,9.149626187971684e-5,FALSE,01
1993,01,450827008,5820686194,207545660288,11315396833376,4.222715983302723,TRUE,01
1993,0101,2317000,619013796,207545660288,11315396833376,0.2040712562681664,FALSE,01
1993,0102,448254016,2599482961,207545660288,11315396833376,9.401417657219405,TRUE,01
1993,0105,20000,609377415,207545660288,11315396833376,0.0017893684432301823,FALSE,01
1994,01,362551808,8540065384,242474249720,15033279859979,2.632067348724641,TRUE,01
1994,0101,618892,816945223,242474249720,15033279859979,0.046968863254067184,FALSE,01
1994,0102,361654656,4628527982,242474249720,15033279859979,4.84439207752475,TRUE,01
1994,0104,22800,793292430,242474249720,15033279859979,0.0017819259610060787,FALSE,01
1994,0105,438,784148436,242474249720,15033279859979,3.463091354150386e-5,FALSE,01
1995,01,540705024,10140702494,318162623824,18689760662247,3.132181669464965,TRUE,01
1995,0101,4038000,1006462207,318162623824,18689760662247,0.23568037654386986,FALSE,01
1995,0102,536183008,5358762414,318162623824,18689760662247,5.87764192382225,TRUE,01
1995,0103,5000,1686029522,318162623824,18689760662247,1.742045162772839e-4,FALSE,01
1995,0104,66000,785369706,318162623824,18689760662247,0.00493655944055708,FALSE,01
1995,0105,1000,961718070,318162623824,18689760662247,6.108109361181708e-5,FALSE,01
1996,01,130975840,9755222115,382644673469,19955898450558,0.7002121515723423,FALSE,01
1996,0101,2490587,1042943423,382644673469,19955898450558,0.12454221352077982,FALSE,01
1996,0102,127534152,4527179760,382644673469,19955898450558,1.469177851655541,TRUE,01
1996,0103,438699,2101276941,382644673469,19955898450558,0.01088827203524455,FALSE,01
1996,0104,102771,753478055,382644673469,19955898450558,0.007113373086660079,FALSE,01
1996,0105,2668,990074604,382644673469,19955898450558,1.405379187108312e-4,FALSE,01
1997,01,200017984,8898988037,440187616975,20833416309207,1.0637782192132346,TRUE,01
1997,0101,906996,1158665721,440187616975,20833416309207,0.037048436460634035,FALSE,01
1997,0102,198298080,4304373436,440187616975,20833416309207,2.1803752213544625,TRUE,01
1997,0103,169876,1349328394,440187616975,20833416309207,0.005958501296051553,FALSE,01
1997,0104,131078,799646973,440187616975,20833416309207,0.007758078681730891,FALSE,01
1997,0105,2805,924270712,440187616975,20833416309207,1.4363369910498638e-4,FALSE,01
1998,01,212323984,8795200970,469301386869,21012298624726,1.0808738596120249,TRUE,01
1998,0101,1923067,1152949399,469301386869,21012298624726,0.07468027264773397,FALSE,01
1998,0102,209883088,4373004454,469301386869,21012298624726,2.148915074011375,TRUE,01
1998,0103,1,1371711650,469301386869,21012298624726,3.2640657585820123e-8,FALSE,01
1998,0104,158878,618354929,469301386869,21012298624726,0.011503967971141182,FALSE,01
1998,0105,3529,931231493,469301386869,21012298624726,1.6967416875946008e-4,FALSE,01
1999,01,292873792,8527203188,545051238195,21788133129929,1.3729559021652404,TRUE,01
1999,0101,1609615,1317194101,545051238195,21788133129929,0.04884891514394967,FALSE,01
1999,0102,290679104,4108705831,545051238195,21788133129929,2.8280784605296017,TRUE,01
1999,0103,1173,1301258498,545051238195,21788133129929,3.60343857227387e-5,FALSE,01
1999,0104,106018,542132770,545051238195,21788133129929,0.007817297447844953,FALSE,01
1999,0105,2070,899321761,545051238195,21788133129929,9.201061486560637e-5,FALSE,01
2000,01,407400288,8860783576.894001,665177358120,25175799852569.816,1.7401834016903701,TRUE,01
2000,0101,2412907,1553345496.4819996,665177358120,25175799852569.816,0.058792014309564045,FALSE,01
2000,0102,404487964,4079612722.918,665177358120,25175799852569.816,3.752601821655892,TRUE,01
2000,0103,6900,1451698006.212,665177358120,25175799852569.816,1.7989480821935353e-4,FALSE,01
2000,0104,97811,512545067.644,665177358120,25175799852569.816,0.007222731322533214,FALSE,01
2000,0105,1500,903376100.212,665177358120,25175799852569.816,6.284467458734723e-5,FALSE,01
2001,0101,1936062,1565063090.602,158386216926,6066957030524.273,0.04738500652666967,FALSE,01
2001,0102,411425716,3679140565.814,158386216926,6066957030524.273,4.283498173296923,TRUE,01
2001,0103,115390,1532643480.219,158386216926,6066957030524.273,0.0028839024405575677,FALSE,01
2001,0104,55845,684429319.645,158386216926,6066957030524.273,0.003125426016429393,FALSE,01
2001,0105,25060,1017705843.6059998,158386216926,6066957030524.273,9.432185465690567e-4,FALSE,01
2002,0101,1741210,1415176754.8760002,160750540171,6382452185986.582,0.04885124037537656,FALSE,01
